Brand,Phone,Website,Order by Phone,Order Online,Photo Filename,Order through an online retailer,Established Grocery or Indepedent Health Food store,Farm/Retail Store,Find at Farmers Markets (needs to be broken out from grocery locations)
Wolff's,(315) 536-3311,http://thebirkettmills.com/,No,Yes,Wolff's,,No,no,no
Wonderfully Raw,(831) 786-8773,http://wonderfullyrawgourmet.com,No,Yes,Wonderfully_Raw,,Yes,no,no
Woodstock Farms,,www.woodstock-farms.com,No,Yes,Woodstock_Farms,,Yes,,
Y.S. Organic Bee Farms,(800) 654-4593,www.ysorganic.com,Yes,No,Y.S._Organic_Bee_Farms,No,Yes,no,no
YAWP!,(919) 797-9297,http://www.yawpeats.com,No,Yes,YAWP!,Yes,Yes,no,no
Yumbutter,,http://www.yumbutter.com/,No,Yes,Yumbutter,No,Yes,no,no
Z Natural Foods,(888) 963-6637,http://www.znaturalfoods.com,Yes,Yes,Z_Natural_Foods,,No,,
Zelalem Injera,(202) 640-2624,http://zelaleminjera.com/,No,No,Zelalem_Injera,No,Yes,no,no
Zerbe's,(717) 291-1076,,Yes,No,Zerbe's,Yes,Yes,no,yes
Ziggy Marley Organics,(866) 312-3762,http://www.ziggymarleyorganics.com/,No,Yes,Ziggy_Marley_Organics,No,Yes,no,no
Zimmerman's,,http://willowhillsnaturalfoods.com/,No,Yes,Little_Cheese_Shop,,No,no,no
Zingerman's,(888) 636-8162,www.zingermans.com,Yes,Yes,Zingerman's,,No,yes,yes
Zoe,(212) 563-2707,http://www.zoebrand.com/,No,No,Zoe,Yes,Yes,Yes,Yes
Zukay Live Foods,(610) 286-3077,zukay.com,No,No,Zukay_Live_Foods,Yes,Yes,No,No
